business_id,full_address,schools,open,categories,photo_url,city,review_count,name,neighborhoods,url,longitude,state,stars,latitude,type
JY576sTpB3ljay2IAajZ2w,"2892 Broadway
Morningside Heights
New York, NY 10025",['Columbia University'],True,"['Food', 'Grocery', 'Delis', 'Restaurants']",http://s3-media2.ak.yelpcdn.com/bphoto/PkHsY8-SoLvHISDqU95RDg/ms.jpg,New York,76,Milano Market,['Morningside Heights'],http://www.yelp.com/biz/milano-market-new-york,-73.9652725,NY,4.0,40.805698,business
EHMx2IhI-_ooHQo0N-AnHA,"2163 Frederick Douglass Blvd
Harlem
New York, NY 10026",['Columbia University'],False,"['Bars', 'American (New)', 'Nightlife', 'Lounges', 'Restaurants']",http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,New York,4,Svntn Below,['Harlem'],http://www.yelp.com/biz/svntn-below-new-york,-73.9551352,NY,3.0,40.804769,business
8lLs3dsSN-Am2_EtNfbXqA,"2893 Broadway
Morningside Heights
New York, NY 10025",['Columbia University'],True,"['Breakfast & Brunch', 'American (New)', 'Restaurants']",http://s3-media2.ak.yelpcdn.com/bphoto/IqKj8kMJEe8nyOeIuGRpoA/ms.jpg,New York,346,Community Food & Juice,['Morningside Heights'],http://www.yelp.com/biz/community-food-and-juice-new-york,-73.965675354,NY,3.5,40.8057975769,business
60f6JzTRhOyOggsjCfvh5Q,"3141 Broadway
Harlem
Manhattan, NY 10027",['Columbia University'],True,"['Sushi Bars', 'Japanese', 'Restaurants']",http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,Manhattan,6,Hana Sushi,['Harlem'],http://www.yelp.com/biz/hana-sushi-manhattan,-73.9598342,NY,1.5,40.814025,business
LJuHxobQsa7lW0c1wttY2A,"258 W 109th St
Manhattan Valley
New York, NY 10025",['Columbia University'],True,"['Soul Food', 'Southern', 'Restaurants']",http://s3-media3.ak.yelpcdn.com/bphoto/myt7ACwwn0Y2aUMvkBoBfA/ms.jpg,New York,142,Rack & Soul,['Manhattan Valley'],http://www.yelp.com/biz/rack-and-soul-new-york,-73.966873,NY,3.5,40.80334,business
IIsJN_ilLI36zGAF3SMCCQ,"964 Amsterdam Ave
Manhattan Valley
Manhattan, NY 10025",['Columbia University'],True,"['Italian', 'Restaurants']",http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,Manhattan,6,La Piccola Cucina,['Manhattan Valley'],http://www.yelp.com/biz/la-piccola-cucina-manhattan,-73.9652178,NY,3.5,40.8014263,business
fFsEJQB2HhpfXV48ioxzXw,"2104 Frederick Douglass Blvd
Harlem
New York, NY 10026",['Columbia University'],False,"['Food', 'Coffee & Tea', 'Breakfast & Brunch', 'Restaurants']",http://s3-media3.ak.yelpcdn.com/bphoto/wcb9HSQxOWEex6iV53-Njg/ms.jpg,New York,156,Society Coffee,['Harlem'],http://www.yelp.com/biz/society-coffee-new-york-2,-73.9562943,NY,3.5,40.8029602,business
YRfDdBgWS4T80oJfKmVThA,"2217-23 Frederick Douglas Blvd
Harlem
New York, NY 10026",['Columbia University'],True,"['Bars', 'American (New)', 'Nightlife', 'Lounges', 'Restaurants']",http://s3-media4.ak.yelpcdn.com/bphoto/1a1DruBNdnacO6iAWBGYVQ/ms.jpg,New York,60,Chocolat Restaurant Lounge,['Harlem'],http://www.yelp.com/biz/chocolat-restaurant-lounge-new-york,-73.9536792,NY,3.0,40.8069523,business
Ev04GeSgAXwKsO1qJiO9xQ,"1346 Amsterdam Ave
Harlem
New York, NY 10027",['Columbia University'],True,"['Mexican', 'Restaurants']",http://s3-media1.ak.yelpcdn.com/bphoto/mXyajZKJp4SmfwXKP3J2jg/ms.jpg,New York,18,Jesus Taco,['Harlem'],http://www.yelp.com/biz/jesus-taco-new-york,-73.9561224,NY,2.5,40.8139108,business
3ayb8-X8BvPyFh_E6FLyyw,"2756 Broadway
Manhattan Valley
New York, NY 10025",['Columbia University'],True,"['Gastropubs', 'Restaurants']",http://s3-media2.ak.yelpcdn.com/bphoto/WGR7fkqsBfnHV5pUoZvrYQ/ms.jpg,New York,29,Five Lamps Tavern,['Manhattan Valley'],http://www.yelp.com/biz/five-lamps-tavern-new-york,-73.9676149,NY,3.5,40.8009294,business
aZzq3M2xwbNHNSQe2AbAOA,"964 Amsterdam Ave
Manhattan Valley
New York, NY 10025",['Columbia University'],True,"['Sushi Bars', 'Restaurants']",http://s3-media3.ak.yelpcdn.com/bphoto/dp-c3FADQCyBwSQL7viT1w/ms.jpg,New York,55,Suma Sushi,['Manhattan Valley'],http://www.yelp.com/biz/suma-sushi-new-york-2,-73.9652178,NY,3.5,40.8014263,business
6ivIw93SATyp6Syc-_k5Eg,"2090 Frederick Douglass Blvd
Harlem
New York, NY 10026",['Columbia University'],True,"['Chicken Wings', 'Restaurants']",http://s3-media3.ak.yelpcdn.com/bphoto/qxv8rxZYdN-j6vxgp5m1vQ/ms.jpg,New York,38,Atomic Wings,['Harlem'],http://www.yelp.com/biz/atomic-wings-new-york-9,-73.9565577,NY,2.0,40.8025243,business
LvzfVDlvb9r0fcGXeitVKw,"2115 Frederick Douglas Blvd
Harlem
New York, NY 10026",['Columbia University'],True,"['Food', 'Juice Bars & Smoothies', 'African', 'Restaurants']",http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,New York,9,Cafe 2115,['Harlem'],http://www.yelp.com/biz/cafe-2115-new-york,-73.956475,NY,2.5,40.803468,business
I_OPhKQDHUXHXDtFOtJCrg,"357 W 125th St
Harlem
New York, NY 10027",['Columbia University'],True,"['Pizza', 'Restaurants']",http://s3-media3.ak.yelpcdn.com/bphoto/oUyPERNaLD8BL0svidgzKg/ms.jpg,New York,18,Presidential Pizza,['Harlem'],http://www.yelp.com/biz/presidential-pizza-new-york,-73.9528844,NY,2.5,40.8110816,business
C2E1E0o-ssSrf_dokwxTXg,"1239 Amsterdam Ave
Morningside Heights
New York, NY 10027",['Columbia University'],True,"['African', 'Ethiopian', 'Restaurants']",http://s3-media2.ak.yelpcdn.com/bphoto/5X-L20sxRESxELgpW_eoyQ/ms.jpg,New York,89,Massawa,['Morningside Heights'],http://www.yelp.com/biz/massawa-new-york,-73.9587263,NY,3.5,40.8098702,business
CWk6yFOoKJH5URub5XsHDg,"248 W 106th St
Manhattan Valley
New York, NY 10025",['Columbia University'],True,"['Chinese', 'Restaurants']",http://s3-media3.ak.yelpcdn.com/bphoto/7Oz08tesM3m07ptA1nYq7A/ms.jpg,New York,78,East Dumpling House,['Manhattan Valley'],http://www.yelp.com/biz/east-dumpling-house-new-york,-73.96742,NY,3.5,40.800818,business
S-xUsS4RKzBrOnAjy6lnyA,"934 Amsterdam Ave
Manhattan Valley
New York, NY 10025",['Columbia University'],True,"['Delis', 'Latin American', 'Restaurants']",http://s3-media2.ak.yelpcdn.com/bphoto/Zq0hT5fRMhBFTwyqVgxWxg/ms.jpg,New York,6,Acosta Antonio,['Manhattan Valley'],http://www.yelp.com/biz/acosta-antonio-new-york,-73.9658484,NY,4.0,40.8002531,business
p1izzP-7YomYrP2spmOrBQ,"1213 Amsterdam Ave
Morningside Heights
New York, NY 10027",['Columbia University'],True,"['Delis', 'Sandwiches', 'Restaurants']",http://s3-media2.ak.yelpcdn.com/bphoto/3RAzdNkobwnuX6XNhxvocA/ms.jpg,New York,58,SubsConscious,['Morningside Heights'],http://www.yelp.com/biz/subsconscious-new-york,-73.9594243,NY,3.0,40.809068,business
zzh3XNV25Fngor_E72aGWg,"1187 Amsterdam Ave
Morningside Heights
New York, NY 10027",['Columbia University'],True,"['American (Traditional)', 'Chicken Wings', 'Restaurants']",http://s3-media4.ak.yelpcdn.com/bphoto/bf-mHVJmQX1sPlVLpui9QA/ms.jpg,New York,56,Haakon's Hall,['Morningside Heights'],http://www.yelp.com/biz/haakons-hall-new-york,-73.9597761,NY,4.0,40.8082634,business
Rt0fJK1BA9dQDWSX1usBMg,"303 W 116th Street
Harlem
New York, NY 10026",['Columbia University'],True,['Restaurants'],http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,New York,2,New Dragon Kitchen,['Harlem'],http://www.yelp.com/biz/new-dragon-kitchen-new-york,-73.9557708,NY,3.5,40.8047595,business
uLWP9FVdklJXP37BsT6YIA,"2857 Broadway
Morningside Heights
New York, NY 10025",['Columbia University'],True,"['Vegetarian', 'Restaurants']",http://s3-media4.ak.yelpcdn.com/bphoto/Lz7I0owgqU0s4c1GmUAQyg/ms.jpg,New York,58,Maoz Vegetarian,['Morningside Heights'],http://www.yelp.com/biz/maoz-vegetarian-new-york-6,-73.9663367,NY,4.0,40.8048653,business
eCAOhaI3cKSIQUvDWd6MGQ,"975 Columbus Ave
Manhattan Valley
New York, NY 10025",['Columbia University'],True,"['Food', 'Coffee & Tea', 'Sandwiches', 'Restaurants']",http://s3-media2.ak.yelpcdn.com/bphoto/MuCYKq09p8Fv8g5x9lbyuA/ms.jpg,New York,44,Zanny's Cafe,['Manhattan Valley'],http://www.yelp.com/biz/zannys-cafe-new-york,-73.9619896,NY,3.5,40.8004423,business
ZKKRhDiNECZKtdu9CSFz6w,"3153 Broadway
Harlem
Manhattan, NY 10027",['Columbia University'],True,"['Chinese', 'Restaurants']",http://s3-media3.ak.yelpcdn.com/bphoto/ek8fJ3xQZeqI0SdSTsrQNg/ms.jpg,Manhattan,5,Panda Garden Chinese Restaurant,['Harlem'],http://www.yelp.com/biz/panda-garden-chinese-restaurant-manhattan,-73.9594182,NY,3.0,40.8145922,business
ezgJKW02TGymRkmLb8zzwQ,"256 W 109th St
Manhattan Valley
New York, NY 10025",['Columbia University'],True,"['Japanese', 'Restaurants', 'Sushi Bars', 'Event Planning & Services', 'Caterers']",http://s3-media2.ak.yelpcdn.com/bphoto/W-CfW6BhfgAGeLWU-EhpLA/ms.jpg,New York,51,Saji Japan Food Enterprises,['Manhattan Valley'],http://www.yelp.com/biz/saji-japan-food-enterprises-new-york,-73.9664335,NY,3.5,40.8032691,business
QUNchfxuTOOmjAXkHivYdQ,"2200 8th Ave
Harlem
New York, NY 10026",['Columbia University'],True,"['Food', 'Bakeries', 'Breakfast & Brunch', 'Restaurants']",http://s3-media3.ak.yelpcdn.com/bphoto/PIg_qbQGu_hA9YMzyy6Ezg/ms.jpg,New York,91,Patisserie Des Ambassades,['Harlem'],http://www.yelp.com/biz/patisserie-des-ambassades-new-york,-73.9548788,NY,3.5,40.8050538,business
4rWJGwb3rjDoZHA0AECa5A,"300 W 114th St
Harlem
New York, NY 10026",['Columbia University'],True,"['Soul Food', 'American (Traditional)', 'Southern', 'Restaurants']",http://s3-media3.ak.yelpcdn.com/bphoto/agweV7YGdirfDwIabvx5YQ/ms.jpg,New York,223,Melba's,['Harlem'],http://www.yelp.com/biz/melbas-new-york,-73.9568279,NY,3.5,40.803313,business
mqccXvBQsRFgB3YsgIWl5A,"3161 Broadway
Harlem
New York, NY 10027",['Columbia University'],True,"['Pizza', 'Restaurants']",http://s3-media3.ak.yelpcdn.com/bphoto/UCTF1bx9XNRBpRJufwobPg/ms.jpg,New York,21,Tom's Delicious Pizza,['Harlem'],http://www.yelp.com/biz/toms-delicious-pizza-new-york,-73.9590975,NY,3.5,40.8148505,business
DgHEzcSBotbfxW-IJPAMuQ,"2895 Broadway
Morningside Heights
New York, NY 10025",['Columbia University'],True,"['Korean', 'Restaurants']",http://s3-media4.ak.yelpcdn.com/bphoto/vSDDTvz9bQVKT66DZbdX4Q/ms.jpg,New York,128,Mill Korean,['Morningside Heights'],http://www.yelp.com/biz/mill-korean-new-york,-73.9656187,NY,3.0,40.805995,business
bEec28P1CziowM9LrNkNsg,"301 W 110th St
Harlem
New York, NY 10025",['Columbia University'],True,"['Cafes', 'American (New)', 'French', 'Restaurants']",http://s3-media1.ak.yelpcdn.com/bphoto/UYdZirLegslj2XOxrMlfQQ/ms.jpg,New York,65,Cafe Amrita,['Harlem'],http://www.yelp.com/biz/cafe-amrita-new-york,-73.958433,NY,3.5,40.801053,business
TS1eYydoWdk9HwOUXhAgXg,"116th St & Amsterdam Ave
Morningside Heights
Manhattan, NY 10027",['Columbia University'],True,"['Food Stands', 'Restaurants']",http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,Manhattan,2,Hoda Halal Cart,['Morningside Heights'],http://www.yelp.com/biz/hoda-halal-cart-manhattan,-73.9610786,NY,4.5,40.8068145,business
-AQJhfna4qcxfDnCGx_yLA,"2911 Broadway
Morningside Heights
New York, NY 10025",['Columbia University'],True,"['Cuban', 'Restaurants']",http://s3-media3.ak.yelpcdn.com/bphoto/y8U0lYkpXPySUjJIV3DpLA/ms.jpg,New York,219,Havana Central,['Morningside Heights'],http://www.yelp.com/biz/havana-central-new-york-8,-73.9650678635,NY,3.0,40.8064683572,business
EtHDmvirGVYBXX3kUmQQrQ,"2072 Frederick Douglass Blvd
Harlem
New York, NY 10026",['Columbia University'],True,"['American (New)', 'Restaurants']",http://s3-media3.ak.yelpcdn.com/bphoto/cyF-_6UzvOVq-jbd6LKSCg/ms.jpg,New York,89,5 & Diamond,['Harlem'],http://www.yelp.com/biz/5-and-diamond-new-york,-73.956847,NY,3.5,40.801889,business
D3Sw_VHsaQGYdQjsZDv-Nw,"2857 Broadway
Morningside Heights
New York, NY 10025",['Columbia University'],False,"['Latin American', 'Restaurants']",http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,New York,12,Empanada Joe's,['Morningside Heights'],http://www.yelp.com/biz/empanada-joes-new-york,-73.9663362,NY,1.5,40.8048651,business
nrceacHfm6Ada7aAiTXtkg,"353 W 125th St
Harlem
New York, NY 10027",['Columbia University'],True,"['Delis', 'Sandwiches', 'Restaurants']",http://s3-media1.ak.yelpcdn.com/bphoto/kAKxUFZPHqh1t0rV7uwSig/ms.jpg,New York,4,Omega Gourmet Deli,['Harlem'],http://www.yelp.com/biz/omega-gourmet-deli-new-york,-73.952578,NY,4.5,40.810931,business
PXWGgHRDcG6mxuOJTAX4uQ,"2801 Broadway
Manhattan Valley
New York, NY 10025",['Columbia University'],True,"['Delis', 'Restaurants']",http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,New York,5,Famous Deli,['Manhattan Valley'],http://www.yelp.com/biz/famous-deli-new-york-3,-73.9676674,NY,4.0,40.8029695,business
ugekAf0_3hreoD5VJQjkCg,"1272 Amsterdam Ave
Morningside Heights
New York, NY 10027",['Columbia University'],True,"['Food', 'Desserts', 'Breakfast & Brunch', 'American (Traditional)', 'Restaurants']",http://s3-media2.ak.yelpcdn.com/bphoto/NHuefBTrBUbgmYMPVyg_FA/ms.jpg,New York,280,Kitchenette Uptown,['Morningside Heights'],http://www.yelp.com/biz/kitchenette-uptown-new-york,-73.9579978,NY,3.5,40.8112347,business
nDMnZFjvDqon5qKGMaHfVA,"969 Amsterdam Ave
Manhattan Valley
New York, NY 10025",['Columbia University'],True,"['Thai', 'Restaurants']",http://s3-media4.ak.yelpcdn.com/bphoto/DbNKTyfK-3eWq39R4Y_THw/ms.jpg,New York,94,Wondee Siam V,['Manhattan Valley'],http://www.yelp.com/biz/wondee-siam-v-new-york,-73.9648251,NY,3.5,40.8014147,business
yQk97Xh9kBZOrE3vWFB79g,"2857 Broadway
Morningside Heights
New York, NY 10025",['Columbia University'],False,['Restaurants'],http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,New York,4,Wrapp Factory,['Morningside Heights'],http://www.yelp.com/biz/wrapp-factory-new-york,-73.9665756,NY,3.0,40.8048128,business
4n4wMkDnDY7cuWOya8UumA,"409 W 125th Street
Harlem
New York, NY 10027",['Columbia University'],True,"['Pizza', 'Restaurants']",http://s3-media4.ak.yelpcdn.com/bphoto/NzW5Gim185yE17OgZkE0UA/ms.jpg,New York,10,Domino's Pizza,['Harlem'],http://www.yelp.com/biz/dominos-pizza-new-york-5,-73.9543876,NY,2.0,40.8117391,business
hD55NUiGDK7STQ8oy9QDPA,"2885 Broadway
Morningside Heights
New York, NY 10025",['Columbia University'],True,"['French', 'Restaurants']",http://s3-media1.ak.yelpcdn.com/bphoto/-Oep52VPOUuE-v5karp8kg/ms.jpg,New York,170,Le Monde,['Morningside Heights'],http://www.yelp.com/biz/le-monde-new-york-3,-73.9658802,NY,3.0,40.8057564,business
SvuJs-3p4H3FZaoF3K3y3g,"973 Amsterdam Ave
Manhattan Valley
New York, NY 10025",['Columbia University'],True,"['Latin American', 'Restaurants']",http://s3-media4.ak.yelpcdn.com/bphoto/uMvnmTYi-HqyeSVhrh2_iA/ms.jpg,New York,10,El Rey De La Caridad,['Manhattan Valley'],http://www.yelp.com/biz/el-rey-de-la-caridad-new-york,-73.9648713,NY,4.0,40.801589,business
sqkSG2pAisfCfgtfkig2xw,"435 W 125th St
Harlem
New York, NY 10027",['Columbia University'],True,"['Bars', 'African', 'Ethiopian', 'Nightlife', 'Restaurants']",http://s3-media4.ak.yelpcdn.com/bphoto/rguy43FajqTwbunqPMUXkA/ms.jpg,New York,4,Cafe Addis,['Harlem'],http://www.yelp.com/biz/cafe-addis-new-york,-73.9551986,NY,3.0,40.8124011,business
1Ps3-IJycqFpR0uyii2HRQ,"254 W 108th St
Manhattan Valley
Manhattan, NY 10025",['Columbia University'],True,"['Vietnamese', 'Sandwiches', 'Restaurants']",http://s3-media3.ak.yelpcdn.com/bphoto/5f283BpLkxoUnN19KTpfyA/ms.jpg,Manhattan,36,Quick & Quality Sandwich,['Manhattan Valley'],http://www.yelp.com/biz/quick-and-quality-sandwich-manhattan,-73.9670482,NY,4.0,40.8026871,business
ahr0chRA-xpmq2xV_gnb3w,"1268 Amsterdam Ave
Morningside Heights
New York, NY 10027",['Columbia University'],False,"['Restaurants', 'Japanese', 'Vietnamese']",http://s3-media3.ak.yelpcdn.com/bphoto/0I1ruthnSKqi2KZW3q5sBw/ms.jpg,New York,57,Saga,['Morningside Heights'],http://www.yelp.com/biz/saga-new-york-4,-73.958314,NY,3.0,40.811107,business
khYxvvCKRiR-wqMSbFzFmg,"1231 Amsterdam Ave
Morningside Heights
New York, NY 10027",['Columbia University'],True,"['Italian', 'Sandwiches', 'Restaurants']",http://s3-media4.ak.yelpcdn.com/bphoto/wb0Cirh1cxYtQLPCPLrg3w/ms.jpg,New York,50,Panino Sportivo Roma,['Morningside Heights'],http://www.yelp.com/biz/panino-sportivo-roma-new-york,-73.9587313,NY,3.5,40.8097058,business
Rx3m7vtf-eWBSQ4AavQl8g,"1345 Amsterdam Ave
Harlem
New York, NY 10027",['Columbia University'],True,"['Food', 'Coffee & Tea', 'Breakfast & Brunch', 'Restaurants']",http://s3-media1.ak.yelpcdn.com/bphoto/qkeODpjArvi16FbRrx0sUA/ms.jpg,New York,3,Jimbo's Coffee Shop,['Harlem'],http://www.yelp.com/biz/jimbos-coffee-shop-new-york,-73.955775,NY,3.5,40.8136,business
UWGlfeD5n8GbASXPBztVIQ,"431 W 121st St
Morningside Heights
New York, NY 10027",['Columbia University'],False,"['Food', 'Coffee & Tea', 'Sandwiches', 'Restaurants']",http://s3-media1.ak.yelpcdn.com/bphoto/H4UbhTwtrI_yB67uQHDi6g/ms.jpg,New York,23,Cafe Fresh,['Morningside Heights'],http://www.yelp.com/biz/cafe-fresh-new-york,-73.95844,NY,3.0,40.809916,business
tz_BWXOSswOpActxGCPBkw,"271 W 119th St
Harlem
New York, NY 10026",['Columbia University'],False,"['Moroccan', 'Restaurants']",http://s3-media3.ak.yelpcdn.com/bphoto/RaCg9ulipeieMS3sO8db-w/ms.jpg,New York,2,Elle & Lui,['Harlem'],http://www.yelp.com/biz/elle-and-lui-new-york,-73.9531754,NY,3.0,40.8061434,business
GDELvDNJGYooK__jXu6foA,"2217-23 Frederick Douglass Blvd.
Harlem
New York, NY 10026",['Columbia University'],True,"['International', 'American (New)', 'Nightlife', 'Restaurants']",http://s3-media2.ak.yelpcdn.com/bphoto/tD0OfUZLoqOQVwkYLODLbg/ms.jpg,New York,13,Chocolat Lounge,['Harlem'],http://www.yelp.com/biz/chocolat-lounge-new-york,-73.9537425,NY,2.5,40.8066782,business
